390.0,2.952420E-03,4.076779E-04,1.318752E-02
390.1,3.009684E-03,4.159355E-04,1.344311E-02
390.2,3.068053E-03,4.243528E-04,1.370368E-02
390.3,3.127548E-03,4.329325E-04,1.396931E-02
390.4,3.188188E-03,4.416775E-04,1.424011E-02
390.5,3.249995E-03,4.505904E-04,1.451617E-02
390.6,3.312990E-03,4.596743E-04,1.479759E-02
390.7,3.377193E-03,4.689319E-04,1.508446E-02
390.8,3.442627E-03,4.783663E-04,1.537688E-02
390.9,3.509314E-03,4.879803E-04,1.567496E-02
391.0,3.577275E-03,4.977769E-04,1.597879E-02
391.1,3.646533E-03,5.077593E-04,1.628849E-02
391.2,3.717112E-03,5.179304E-04,1.660416E-02
391.3,3.789034E-03,5.282934E-04,1.692590E-02
391.4,3.862324E-03,5.388515E-04,1.725382E-02
391.5,3.937005E-03,5.496077E-04,1.758804E-02
391.6,4.013102E-03,5.605653E-04,1.792867E-02
391.7,4.090639E-03,5.717276E-04,1.827582E-02
391.8,4.169642E-03,5.830978E-04,1.862961E-02
391.9,4.250136E-03,5.946793E-04,1.899016E-02
392.0,4.332146E-03,6.064754E-04,1.935758E-02
392.1,4.415700E-03,6.184896E-04,1.973200E-02
392.2,4.500822E-03,6.307251E-04,2.011354E-02
392.3,4.587541E-03,6.431856E-04,2.050233E-02
392.4,4.675884E-03,6.558745E-04,2.089849E-02
392.5,4.765878E-03,6.687953E-04,2.130215E-02
392.6,4.857551E-03,6.819515E-04,2.171344E-02
392.7,4.950931E-03,6.953469E-04,2.213249E-02
392.8,5.046048E-03,7.089850E-04,2.255944E-02
392.9,5.142931E-03,7.228694E-04,2.299442E-02
393.0,5.241609E-03,7.370040E-04,2.343758E-02
393.1,5.342112E-03,7.513923E-04,2.388904E-02
393.2,5.444470E-03,7.660382E-04,2.434896E-02
393.3,5.548715E-03,7.809455E-04,2.481747E-02
393.4,5.654877E-03,7.961179E-04,2.529473E-02
393.5,5.762987E-03,8.115594E-04,2.578087E-02
393.6,5.873079E-03,8.272737E-04,2.627605E-02
393.7,5.985183E-03,8.432649E-04,2.678042E-02
393.8,6.099333E-03,8.595368E-04,2.729414E-02
393.9,6.215561E-03,8.760934E-04,2.781735E-02
394.0,6.333902E-03,8.929388E-04,2.835021E-02
394.1,6.454389E-03,9.100768E-04,2.889289E-02
394.2,6.577056E-03,9.275116E-04,2.944555E-02
394.3,6.701939E-03,9.452473E-04,3.000834E-02
394.4,6.829071E-03,9.632878E-04,3.058144E-02
394.5,6.958490E-03,9.816374E-04,3.116500E-02
394.6,7.090230E-03,1.000300E-03,3.175921E-02
394.7,7.224328E-03,1.019280E-03,3.236423E-02
394.8,7.360820E-03,1.038582E-03,3.298023E-02
394.9,7.499744E-03,1.058209E-03,3.360739E-02
395.0,7.641137E-03,1.078166E-03,3.424588E-02
395.1,7.785038E-03,1.098457E-03,3.489589E-02
395.2,7.931483E-03,1.119087E-03,3.555760E-02
395.3,8.080513E-03,1.140059E-03,3.623118E-02
395.4,8.232165E-03,1.161378E-03,3.691683E-02
395.5,8.386481E-03,1.183048E-03,3.761473E-02
395.6,8.543498E-03,1.205073E-03,3.832507E-02
395.7,8.703258E-03,1.227459E-03,3.904804E-02
395.8,8.865801E-03,1.250208E-03,3.978383E-02
395.9,9.031168E-03,1.273325E-03,4.053265E-02
396.0,9.199401E-03,1.296816E-03,4.129467E-02
396.1,9.370541E-03,1.320683E-03,4.207012E-02
396.2,9.544630E-03,1.344931E-03,4.285917E-02
396.3,9.721711E-03,1.369565E-03,4.366205E-02
396.4,9.901826E-03,1.394589E-03,4.447894E-02
396.5,1.008502E-02,1.420007E-03,4.531006E-02
396.6,1.027133E-02,1.445823E-03,4.615562E-02
396.7,1.046081E-02,1.472042E-03,4.701582E-02
396.8,1.065350E-02,1.498669E-03,4.789088E-02
396.9,1.084945E-02,1.525706E-03,4.878100E-02
397.0,1.104869E-02,1.553159E-03,4.968641E-02
397.1,1.125127E-02,1.581032E-03,5.060733E-02
397.2,1.145725E-02,1.609329E-03,5.154396E-02
397.3,1.166666E-02,1.638054E-03,5.249653E-02
397.4,1.187955E-02,1.667211E-03,5.346526E-02
397.5,1.209597E-02,1.696805E-03,5.445038E-02
397.6,1.231596E-02,1.726839E-03,5.545210E-02
397.7,1.253958E-02,1.757318E-03,5.647066E-02
397.8,1.276686E-02,1.788246E-03,5.750629E-02
397.9,1.299786E-02,1.819626E-03,5.855920E-02
398.0,1.323262E-02,1.851463E-03,5.962964E-02
398.1,1.347120E-02,1.883761E-03,6.071783E-02
398.2,1.371363E-02,1.916523E-03,6.182400E-02
398.3,1.395998E-02,1.949754E-03,6.294840E-02
398.4,1.421028E-02,1.983457E-03,6.409125E-02
398.5,1.446458E-02,2.017636E-03,6.525280E-02
398.6,1.472294E-02,2.052294E-03,6.643328E-02
398.7,1.498540E-02,2.087435E-03,6.763292E-02
398.8,1.525202E-02,2.123064E-03,6.885197E-02
398.9,1.552284E-02,2.159182E-03,7.009067E-02
399.0,1.579791E-02,2.195795E-03,7.134926E-02
399.1,1.607728E-02,2.232904E-03,7.262798E-02
399.2,1.636100E-02,2.270514E-03,7.392708E-02
399.3,1.664912E-02,2.308627E-03,7.524679E-02
399.4,1.694169E-02,2.347248E-03,7.658736E-02
399.5,1.723877E-02,2.386378E-03,7.794903E-02
399.6,1.754039E-02,2.426020E-03,7.933206E-02
399.7,1.784661E-02,2.466179E-03,8.073668E-02
399.8,1.815749E-02,2.506856E-03,8.216313E-02
399.9,1.847306E-02,2.548053E-03,8.361167E-02
400.0,1.879338E-02,2.589775E-03,8.508254E-02
400.1,1.911851E-02,2.632023E-03,8.657598E-02
400.2,1.944848E-02,2.674803E-03,8.809225E-02
400.3,1.978337E-02,2.718118E-03,8.963161E-02
400.4,2.012321E-02,2.761976E-03,9.119432E-02
400.5,2.046807E-02,2.806381E-03,9.278063E-02
400.6,2.081800E-02,2.851338E-03,9.439080E-02
400.7,2.117305E-02,2.896852E-03,9.602509E-02
400.8,2.153328E-02,2.942930E-03,9.768376E-02
400.9,2.189874E-02,2.989577E-03,9.936707E-02
401.0,2.226949E-02,3.036799E-03,1.010753E-01
401.1,2.264558E-02,3.084601E-03,1.028086E-01
401.2,2.302707E-02,3.132989E-03,1.045674E-01
401.3,2.341401E-02,3.181969E-03,1.063519E-01
401.4,2.380645E-02,3.231547E-03,1.081623E-01
401.5,2.420445E-02,3.281730E-03,1.099989E-01
401.6,2.460807E-02,3.332523E-03,1.118619E-01
401.7,2.501736E-02,3.383933E-03,1.137517E-01
401.8,2.543237E-02,3.435965E-03,1.156684E-01
401.9,2.585316E-02,3.488628E-03,1.176123E-01
402.0,2.627978E-02,3.541926E-03,1.195838E-01
402.1,2.671229E-02,3.595867E-03,1.215829E-01
402.2,2.715074E-02,3.650458E-03,1.236101E-01
402.3,2.759519E-02,3.705706E-03,1.256654E-01
402.4,2.804568E-02,3.761616E-03,1.277493E-01
402.5,2.850227E-02,3.818198E-03,1.298619E-01
402.6,2.896502E-02,3.875457E-03,1.320035E-01
402.7,2.943398E-02,3.933402E-03,1.341744E-01
402.8,2.990920E-02,3.992039E-03,1.363747E-01
402.9,3.039073E-02,4.051376E-03,1.386047E-01
403.0,3.087862E-02,4.111422E-03,1.408647E-01
403.1,3.137294E-02,4.172183E-03,1.431550E-01
403.2,3.187372E-02,4.233668E-03,1.454756E-01
403.3,3.238102E-02,4.295886E-03,1.478270E-01
403.4,3.289490E-02,4.358843E-03,1.502092E-01
403.5,3.341539E-02,4.422550E-03,1.526226E-01
403.6,3.394256E-02,4.487014E-03,1.550673E-01
403.7,3.447644E-02,4.552243E-03,1.575437E-01
403.8,3.501710E-02,4.618248E-03,1.600518E-01
403.9,3.556457E-02,4.685036E-03,1.625920E-01
404.0,3.611890E-02,4.752618E-03,1.651644E-01
404.1,3.668015E-02,4.821002E-03,1.677693E-01
404.2,3.724835E-02,4.890199E-03,1.704068E-01
404.3,3.782356E-02,4.960217E-03,1.730772E-01
404.4,3.840582E-02,5.031066E-03,1.757807E-01
404.5,3.899518E-02,5.102758E-03,1.785174E-01
404.6,3.959167E-02,5.175301E-03,1.812876E-01
404.7,4.019534E-02,5.248707E-03,1.840914E-01
404.8,4.080624E-02,5.322986E-03,1.869290E-01
404.9,4.142440E-02,5.398149E-03,1.898007E-01
405.0,4.204986E-02,5.474207E-03,1.927065E-01
405.1,4.268267E-02,5.551169E-03,1.956467E-01
405.2,4.332285E-02,5.629041E-03,1.986214E-01
405.3,4.397043E-02,5.707825E-03,2.016307E-01
405.4,4.462544E-02,5.787524E-03,2.046748E-01
405.5,4.528789E-02,5.868140E-03,2.077539E-01
405.6,4.595781E-02,5.949674E-03,2.108681E-01
405.7,4.663522E-02,6.032130E-03,2.140175E-01
405.8,4.732014E-02,6.115508E-03,2.172022E-01
405.9,4.801258E-02,6.199809E-03,2.204224E-01
406.0,4.871256E-02,6.285034E-03,2.236782E-01
406.1,4.942009E-02,6.371184E-03,2.269696E-01
406.2,5.013518E-02,6.458260E-03,2.302968E-01
406.3,5.085784E-02,6.546260E-03,2.336599E-01
406.4,5.158808E-02,6.635184E-03,2.370588E-01
406.5,5.232590E-02,6.725032E-03,2.404938E-01
406.6,5.307130E-02,6.815802E-03,2.439649E-01
406.7,5.382428E-02,6.907493E-03,2.474721E-01
406.8,5.458484E-02,7.000103E-03,2.510155E-01
406.9,5.535298E-02,7.093629E-03,2.545951E-01
407.0,5.612868E-02,7.188068E-03,2.582109E-01
407.1,5.691195E-02,7.283418E-03,2.618630E-01
407.2,5.770276E-02,7.379674E-03,2.655514E-01
407.3,5.850110E-02,7.476834E-03,2.692761E-01
407.4,5.930696E-02,7.574891E-03,2.730371E-01
407.5,6.012032E-02,7.673841E-03,2.768343E-01
407.6,6.094115E-02,7.773680E-03,2.806678E-01
407.7,6.176943E-02,7.874400E-03,2.845375E-01
407.8,6.260513E-02,7.975996E-03,2.884433E-01
407.9,6.344821E-02,8.078460E-03,2.923852E-01
408.0,6.429866E-02,8.181786E-03,2.963632E-01
408.1,6.515642E-02,8.285965E-03,3.003771E-01
408.2,6.602147E-02,8.390989E-03,3.044269E-01
408.3,6.689375E-02,8.496849E-03,3.085125E-01
408.4,6.777323E-02,8.603536E-03,3.126337E-01
408.5,6.865985E-02,8.711040E-03,3.167904E-01
408.6,6.955356E-02,8.819349E-03,3.209825E-01
408.7,7.045431E-02,8.928454E-03,3.252099E-01
408.8,7.136204E-02,9.038341E-03,3.294723E-01
408.9,7.227669E-02,9.149000E-03,3.337697E-01
409.0,7.319818E-02,9.260417E-03,3.381018E-01
409.1,7.412646E-02,9.372579E-03,3.424684E-01
409.2,7.506146E-02,9.485471E-03,3.468693E-01
409.3,7.600309E-02,9.599079E-03,3.513043E-01
409.4,7.695128E-02,9.713388E-03,3.557732E-01
409.5,7.790595E-02,9.828382E-03,3.602756E-01
409.6,7.886701E-02,9.944045E-03,3.648114E-01
409.7,7.983437E-02,1.006036E-02,3.693803E-01
409.8,8.080794E-02,1.017731E-02,3.739819E-01
409.9,8.178762E-02,1.029487E-02,3.786160E-01
410.0,8.277331E-02,1.041303E-02,3.832822E-01
410.1,8.376493E-02,1.053176E-02,3.879803E-01
410.2,8.476244E-02,1.065108E-02,3.927101E-01
